,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y,winner,rating_group
7264773,M416,McGrady1yi,1.0,226407.3,455186.6,ERANGEL,2U4GBNA0Ymnk3NHLaq63jcGOvK_AfWeQ0U4rsc_xqQzHw85_vUNW9r3W7lUzYL6P,1949,Ezreal_No1,2.0,226586.9,459076.1,True,1
5712783,Punch,bendanaini,19.0,132004.5,377690.2,ERANGEL,2U4GBNA0Ymloud03BQ8NQ3-Ng8lhVF9Ek1yj7Lm7I65iTBDA3dyHPv8V2OB0Gkk0,122,WOSHICHAOJIHEIHU,2.0,0.0,0.0,True,1
3567956,Down and Out,K4D3N,1.0,253625.1,350958.0,ERANGEL,2U4GBNA0Ymm1d-VC0rygQGrwqCLmPLiGw2hzRs-pPoe2AgAVscKTC515I1FC7r3L,1811,PorkChop21,2.0,262692.5,357645.4,True,1
9664022,M416,qazqazqaz123,1.0,541700.1,510823.6,MIRAMAR,2U4GBNA0YmnjYIOBOY09pToI-ttjhEKpclmxG2SQJRIwBgRAToY72F1R6Jj4qPlk,1846,Squad_Jeff,2.0,546361.6,516587.6,True,1
12269093,M16A4,X-X-Man,27.0,553380.2,166154.2,ERANGEL,2U4GBNA0Ymkz0nMbakvcXVey2Eu_4phR5RJograwkqVOyNZzJ0queLCdRJWikdVI,1911,Az-beast,2.0,553251.1,166668.1,True,1
27159,Down and Out,wontcha,1.0,234112.4,212909.1,ERANGEL,2U4GBNA0YmkKmU6bcF1hFDRIjOxCamDvTwTxzqIV2RhSN1R8ek14RmfzCYyOvk9g,1910,Derrick-van,2.0,237476.9,218446.1,True,1
1434590,Down and Out,HNBR,1.0,235236.0,293063.9,MIRAMAR,2U4GBNA0Ymlsdp1l4g7v3owLBODQ_ZMatNHyTKms9xu7doeHWWghsdt4zytd5o3R,1948,TOP-MiaoZi,2.0,234160.8,293034.4,True,1
2358123,SCAR-L,AlaKas,1.0,305641.5,132866.5,ERANGEL,2U4GBNA0YmmQPc_QhFclWP2eBZPBOBL6OOTMMm6wSaU60NdX0zshV8C3J7HSvj2f,1859,WhiskyNeef,2.0,311550.6,135122.6,True,1
10526156,SCAR-L,bobo__1225,1.0,268272.1,410987.3,ERANGEL,2U4GBNA0YmmNSbyLk8V9B2S7s3CZR-Nu0ft3sFU8bCzA75DkqzQjRrTSVvhqzrZI,1950,#unknown,2.0,265955.3,410401.9,True,1
5975223,Down and Out,DouyuTV--dajiba,1.0,549093.6,391154.8,ERANGEL,2U4GBNA0YmmOrSnhOIS7Jq13C_hUtyz7ESYoJr9hqix_FH-1vX8cq5DwWYO6kAUg,1762,CN-RNMB,2.0,544094.0,388322.3,True,1
339300,Kar98k,SOLO_007009,1.0,449304.6,375910.6,MIRAMAR,2U4GBNA0YmleGFrwAZOTRUhuDg3nFG0cScQaiS1aZOX5bC9b-u6MJOa2yMc7aVyT,1533,CheesePuffs18,2.0,405197.8,373097.6,True,1
3380372,Down and Out,ChinaXZM,1.0,448879.2,165553.1,ERANGEL,2U4GBNA0YmkJpkPbZ1uDHuCjPtZMOV9Epf9P805_Imz0DLPDupGAawnKMltWNGCq,1682,Dontlostyouehead,2.0,453692.5,158747.8,True,1
7788923,S1897,DongDadapd,12.0,402928.1,404098.1,ERANGEL,2U4GBNA0YmmGsbifUKOwJ_EgTy0LutnbqcMyJBoNY2N_Bnr2WtX7Gp1MTTHPDCEx,1137,360MLGN0SC0P3,2.0,403463.2,403839.5,True,1
12685730,P92,xx-Valentine-xx,11.0,512790.8,695005.7,MIRAMAR,2U4GBNA0YmmSJT29azFEaBHxeAsHcWTrGDCV2NEi344gcc8UGhoIfPLILCjHoXL2,171,32021284qq,2.0,0.0,0.0,True,1
12499441,SCAR-L,jeffrey_zrh,1.0,505857.0,683172.3,ERANGEL,2U4GBNA0YmkAQ82pKbgYhEnPQWjjLAoDgXWUY-z0wBKdbiyzEoHJ8mTR1pXoY-sK,1802,1770236569,2.0,505721.7,681321.9,True,1
9106346,Down and Out,Kai567,1.0,417945.0,405755.7,ERANGEL,2U4GBNA0YmlVcO8fWD1UjBk4YfYWZGyBYoxfWNbyNiwfP3wxvfh81QCQffDWp9Ax,1860,Ling000,2.0,412619.6,413499.1,True,1
9485239,M416,DarkNessSoul,12.0,310589.8,347256.6,ERANGEL,2U4GBNA0YmmUfDHNKrGrVfdSkQIUUS33DnvKTd0-UJ5ScWk-alcgIA9K2GronduF,899,Parnava,2.0,310865.9,347598.2,True,1
4531834,M416,China7895,1.0,438250.6,575889.0,ERANGEL,2U4GBNA0YmmYAWwgZra9w8yKuQ4aWs6FJkzxPMxV77CcMYWFI2DDxohf8XQ3cxdl,1700,adrian9122,2.0,432081.2,562129.9,True,1
8046538,M16A4,NuttyJohn,1.0,389193.9,541984.9,MIRAMAR,2U4GBNA0YmnkiwFKcuzAFTdwyGTMGFA5IF4hJI3-E8Xjf0os0QlPC-HsF42jbT8Q,1819,xiaosa_sanmuge,2.0,394932.2,544112.3,True,1
1027052,SKS,SirMouseEatsAlot,10.0,402042.6,213585.1,ERANGEL,2U4GBNA0Ymk2io8jPRTbvY0LSaOqZ2N6NSUpaSHK_ryv2Oe1UarTdl1S8mu3CbUf,1081,adolphaaa,2.0,413450.7,168771.0,True,1
2588009,Mini 14,SODAYOKO,1.0,614684.4,450350.8,ERANGEL,2U4GBNA0YmmdI33mGcEQ633Dnud7SWUV-xw9N3j6jbz_XfZl3H6xMyE-yF3wDpSw,1883,7363196ccv,2.0,609672.1,454904.3,True,1
1160778,Down and Out,dxslwdxyz,1.0,457292.2,401921.8,ERANGEL,2U4GBNA0YmlvHTFu5uLSg_dhLAqyETd8z3QKtTurgIAL06LgQwWUIf_26y2yIb0K,1891,borunze,2.0,453619.8,401892.7,True,1
8334495,SCAR-L,smdbaby,1.0,395525.0,132399.5,ERANGEL,2U4GBNA0YmkBrbteqgtXpeltUlxySMo3BcF0kvGDP1iQ5TDLoxiHjgA8L1cq1wha,1857,magehaoshuai,2.0,395408.9,131969.7,True,1
11761890,Down and Out,FENGZHOUWEN,8.0,250397.2,526018.8,MIRAMAR,2U4GBNA0YmnVeuZkz7n2Uq5KAGSQIxP_so7dpPx8fWp_v4xhDSYNzFoJpYFt8Sc_,223,DJdog3033,2.0,246940.3,525794.9,True,1
2009321,AKM,wrist,1.0,487985.0,372837.9,ERANGEL,2U4GBNA0YmmBqAFksGZl5ros0EM7eI2cWCoG1QJnp1bXbpvRY8vVWTLcSdq7szTa,1995,jfrizl,2.0,487012.2,373554.1,True,1
9236979,Bluezone,HuanSei,1.0,201265.6,258942.5,ERANGEL,2U4GBNA0Ymm_Z7R4FDlTrH0wPmn2IR4VB-cjL7qMDjpAnYheYBjkt5ZRnMUR_vnf,1341,Wallace5E,2.0,200315.7,265447.5,True,1
11488937,Down and Out,Braves_,8.0,502740.4,325335.4,ERANGEL,2U4GBNA0Ymn_WcH4MSrus7WlMJLiS9K4RVnbsSmEP3RdWkoT0hDosQLxD0Xj7WOk,1468,KazuHara,2.0,504448.1,323805.7,True,1
12282678,S1897,LANBAOlaobi,18.0,639049.9,259736.2,MIRAMAR,2U4GBNA0YmnsmQPxCpRKIP-skE4D0MhwkXjFh-oaeI2_Vp9EDOfnZtzfP7zb_Jwg,195,Hand__Some_,2.0,639374.6,260194.5,True,1
1884339,Mk14,sLayergFsx,1.0,695668.4,328673.8,ERANGEL,2U4GBNA0YmlAEVzekImBE9v5wsKNCCi2Wl6ln_Xu8p9CAaQtz-WGsC_Pkm1YsfL_,1530,adripls,2.0,688541.8,334648.5,True,1
12873546,Down and Out,Chinats-zhq,5.0,608346.9,345433.4,ERANGEL,2U4GBNA0YmmPKjInKo3SjlhHLJdLXKSNhIExVUjcj5n1jahv7BAEfZTR2MV6yYUo,1520,jiaosmhao,2.0,614198.8,337446.9,True,1
4737783,M416,nongjianyong,1.0,426009.2,443701.0,ERANGEL,2U4GBNA0YmnBTKPi12UNc8NLFDfRmtxjTLAaQUaiK5s4dx5y95Zib3GCIUjB2Uuh,1787,zqzqzq111-,2.0,424308.1,441454.7,True,1
7456876,M416,GG--bang,3.0,270749.5,568964.6,ERANGEL,2U4GBNA0YmlzaIcQuRvqmQfS-44H4ACqxDZX6mLeI5Vi9QIsmP7M62FS5jTgf0WN,1728,weishaohenshuai,2.0,270652.6,568708.3,True,1
9301666,Down and Out,Ur_DaddySuddenly,1.0,321905.2,492094.6,ERANGEL,2U4GBNA0YmkWFUDI6K1HRWt3YahLaD8psOTH6gT27kQ6ei74PZGbjKnP4DDejwkN,1877,USTCAptNoIntn,2.0,328464.1,493828.3,True,1
5069665,Down and Out,XIAOGUANGTOUBABA,1.0,691545.8,478763.0,ERANGEL,2U4GBNA0Ymkn4jlwPd862hLqc12bC-D_44Sim8r8KvatBz9Sai-EfKfcBfbZek1P,1359,LePuppay,2.0,701956.7,463366.5,True,1
12781374,Down and Out,qtlol,1.0,457168.5,197445.7,ERANGEL,2U4GBNA0YmlEruyYcFfm4mbJF7FFAWemKVzJ6iJ7qmC9Tb8Rrw7xG7z2XZEYckvN,1871,Aaron-Knight,2.0,458959.3,194541.8,True,1
3167096,Down and Out,mokkeyman,1.0,351107.5,256189.2,ERANGEL,2U4GBNA0YmlJZFf-nVTWnOS38WfShe4ik1npA-gYFBRi_TQ_biCvmFc1q3YtfxDS,1946,Krends,2.0,348880.7,256836.0,True,1
13072620,Down and Out,laowangheihei,1.0,335935.7,198922.1,ERANGEL,2U4GBNA0YmnHAGo7MeUgTuV4sy2fgWXRaehRayL0Q_F5xLeDVsvKJEdQWqTmCr0k,1687,d1314,2.0,344325.3,196146.2,True,1
12630979,SCAR-L,M-Yadong,1.0,264654.9,258917.6,MIRAMAR,2U4GBNA0YmlNVs8b-tHwrG4iVibfx1R89CQblXb21xXlo8hwDrYcriNwalpBlV3B,1910,syaiker,2.0,268192.9,258369.0,True,1
4089187,Down and Out,BoomTT9957,1.0,253186.9,547660.8,ERANGEL,2U4GBNA0YmnnCjiZIoFCodqxeWJc2R_r15PvYLH5f44OrrqEJTQPz6nxpY6fuiuU,1875,HWQ1994,2.0,263287.1,545826.6,True,1
8649555,AKM,linting111222,6.0,319207.6,199798.1,ERANGEL,2U4GBNA0YmlvN_unCamWGkefbGK415nvxoSz_BWr4Sq9KloZfuIzXOFnkhiu6FRC,1492,oyebiubiubiu,2.0,321377.2,202099.3,True,1
8011821,Down and Out,Frigidus,4.0,581583.3,301764.3,MIRAMAR,2U4GBNA0YmnYyqK2NQg4MWjZPe7AHSNlnEICVv7PH8eJy5cL2lRb34tBb-gd1IxC,1725,Beby0825,2.0,580471.8,302668.6,True,1
6937942,S686,Topgear1,27.0,383615.9,469243.9,ERANGEL,2U4GBNA0YmlIYHFLcPCIxOILv4RbaMcgyT7JVE5R9EbnJ51W-lXIwWRtri53eS8z,615,tyi88,2.0,383666.3,469015.5,True,1
9821551,Down and Out,453700912,5.0,320476.3,609753.1,MIRAMAR,2U4GBNA0YmnhBiRGe1yXEBBltolhwe58Wi5XqgLr275DurO-LxnA8Hw--0B24-e-,1554,PerfecTT9,2.0,323861.8,610624.2,True,1
7398360,Down and Out,NICE9966,3.0,429017.6,376569.8,MIRAMAR,2U4GBNA0Ymk-0nwQmfwJvT_FT4_otp_TLhoMSKFJIGETP0XEds-J57sCdiQ9nGNd,1718,FUNKYHOON,2.0,439148.7,377995.2,True,1
3420509,Kar98k,Yaya1111111111,1.0,146138.9,129527.6,ERANGEL,2U4GBNA0YmnOza1YFB7dEu73M8MgT109-OsNTBy1evMEK7NaPKrO-hgN_QfA-dig,1801,HuiWuDiChen,2.0,143118.3,119808.5,True,1
8600930,AKM,takumiyuuji,1.0,238061.5,531331.5,ERANGEL,2U4GBNA0YmnAMu3YNUmdZg-36IxyNRTLanYcEChWkZBkBE9eVaQF5AQKmanWr1I-,2033,Mikewin111,2.0,236419.2,532786.3,True,1
1219422,Kar98k,duantuirenming,1.0,276444.2,205054.7,ERANGEL,2U4GBNA0YmmjvfJhOfgDBftA3o_24kp8whG3OhDq4MM1KICAjvKP9nW7w2BCEQBO,1874,rsyang,2.0,278003.3,199105.2,True,1
7564561,M416,OathHorizon,1.0,214667.8,235851.0,ERANGEL,2U4GBNA0YmkMkTe7N_953h31RQbmXdplFlR1FeZty-M_-9sUipWdpMGGOelyAHxj,1944,sgarciaar,2.0,216928.6,236042.7,True,1
822364,UMP9,TranDaMan,1.0,639889.1,363194.6,ERANGEL,2U4GBNA0YmnIa6ZhjOxF5_XpRc7xvaMTTmz_yI2fv_sHJrNMHVd_LKOZh85NxkID,1838,BiiBaBy,2.0,640364.6,364593.1,True,1
1695369,M416,XIAOdong159,1.0,557955.8,337222.2,MIRAMAR,2U4GBNA0Ymm6diO_ZbqxGoSC9a27PKkwiMDna2r0NCB83iNcCAJ8xlj_EFmqTebX,1859,Redmane,2.0,548489.8,328878.6,True,1
3288174,UMP9,litao_chiji,1.0,504729.9,338128.4,MIRAMAR,2U4GBNA0YmlEdrYvwA8NLUMz8BiB_dEgLc_UTL9i5Gg3c8Gsybxx546iJMJDeeyk,1888,spilce,2.0,504686.1,339587.2,True,1
8432944,Down and Out,HuYa-yilaguai,1.0,496992.3,157470.9,ERANGEL,2U4GBNA0YmmJrCB_NLJx1P9QnTssSZN1VjQneoDnP81RYT9MNWisGKhHcCtfSK54,1729,super-77777,2.0,495673.8,163571.9,True,1
347565,Bluezone,JackRabbit825,1.0,658059.4,159550.4,MIRAMAR,2U4GBNA0Ymmd9-gKp-QM9rOPpleOgloTbG07VyydlosO2K8g6gyMbg768IKbRIMq,1766,Farami,2.0,675754.8,151822.6,True,1
7084921,Groza,leeecc,1.0,322453.2,364443.3,ERANGEL,2U4GBNA0YmlvPrT1RcuiOfS1dyob1msCbbhgEsmfEkAfInh6s_Cha7hxw0JntsYa,1879,MrMeeks,2.0,325204.2,373759.3,True,1
5768956,Down and Out,Majikk,1.0,440933.1,106259.5,ERANGEL,2U4GBNA0Ymk53Ss-8FkwNmo826vlVL83H2Kij4bq8MPAYsnn4_ESMYu6OgqXnIv-,1745,sword_excalibur_,2.0,464123.4,95131.63,True,1
5616985,M416,SaintJames94,1.0,475868.7,282388.0,ERANGEL,2U4GBNA0YmmzYY28q9kEwvZlu4KMySdMsz_GxoGcNxZ_vxJe_3_Z_CDnZGzFn-J6,1949,hui97liang,2.0,478153.4,282258.6,True,1
6476850,Down and Out,,,,,ERANGEL,2U4GBNA0YmknUuyKf7CoBBeY_R-Jo9_eBae5iyKmvU7sOzXYvMzCx6GeE6m6yYXZ,1760,xXEddyGXx,2.0,300215.0,507252.8,True,1
13216533,M416,Mortis-Viator,1.0,562775.5,145612.1,ERANGEL,2U4GBNA0YmnUxXldmdCrnUQX7PlaEssAqtesR0Fs1Ho7Np2_i88SQmzybIhravPh,1829,Blackwell-Six,2.0,559874.2,149645.2,True,1
8542245,Down and Out,APf999_,1.0,310726.6,147748.7,ERANGEL,2U4GBNA0YmlatVHWtRuaeUVfXmwlU4nYRW8HbV3SU7bmbueJcCEWOjr7-_bSwtlt,1831,MadFlyLogi,2.0,313744.9,144185.4,True,1
6474636,Down and Out,Cherchez_LaFemme,1.0,483304.6,172461.0,ERANGEL,2U4GBNA0YmmgsdkjOei8R6qlTjcr3QTobt_BHmnYijOkc268IXPxZd1PGaq5Xbcf,1848,redfire911,2.0,478779.5,171842.7,True,1
3044031,M16A4,OGdINGUS,1.0,672339.8,304731.5,ERANGEL,2U4GBNA0YmnEDhwFIvgSC5E3ZlG4eLRwxim4qRoSWgmf3sFSTLBx1agnEVvMbda7,1890,LAZAROCUB99,2.0,672479.7,304243.3,True,1
13273714,S1897,LaoWaiShaBi666,18.0,420908.1,324837.3,ERANGEL,2U4GBNA0YmlJIin5xV6P01v9e0atjz2XEtsntB8z6vAZzXULSWtCuPU_0-EdrGlv,248,ggssuhgi,2.0,421200.9,324516.9,True,1
6602785,Mini 14,haip66666,1.0,518950.9,390622.3,ERANGEL,2U4GBNA0Ymm0BlDE-K_2aUhGApPe1uUWw11gjA4kSpAlNZUC8DOXlPaUMQ4msWlq,1747,MGBCNM,2.0,512850.3,395582.2,True,1
1523397,M416,CNA_Janet,2.0,624482.4,384654.3,ERANGEL,2U4GBNA0YmnQl-gPT0swd0PqUY0Mgsj6dsmdmxJNOeITN7mhHRyEuTPE2FtQB_Ff,1868,398495318,2.0,624329.1,384741.9,True,1
11842463,Down and Out,Buzted,1.0,319747.2,681830.9,ERANGEL,2U4GBNA0YmmQdc_pMg8TKvMixOddF4cbvt8mZMeBaldEElmveNCfYJx-WqtXQXnH,1853,Jumpa67,2.0,321733.3,668597.3,True,1
9991966,Down and Out,OMG-Yz,1.0,678250.4,450199.9,ERANGEL,2U4GBNA0Ymn0VTFGC6Ecu0u-Fe1fp9kX0puHJSQn2lLo9gZ1wOF1aVAyNiBUKvdB,1979,1090537468,2.0,677126.0,448678.8,True,1
2904064,M16A4,weshaus,1.0,347185.8,142158.8,ERANGEL,2U4GBNA0YmneGBxnkUH0ueTDkGumxOmLtaSPM9nD-HwfVnDIY2ziWnCBOajAk6ht,1807,ZIuw,2.0,348714.9,143533.1,True,1
12038167,M249,Gugudaa,1.0,302172.3,435148.3,ERANGEL,2U4GBNA0YmmLfmKjTOTdRMNCPVJrZlJT7lcUb-QYKGLtZJ8qacNHkoJfjgX65zM-,1719,Na_Zi_Gpy,2.0,301207.5,438499.3,True,1
4840921,SCAR-L,joyingmadkiller,27.0,166347.8,413285.1,ERANGEL,2U4GBNA0YmnWMJwqxRB5StIhvH25CyyYfzReqhXywvS1W4rcleIifPSNBlUBYhEd,1838,SANNIANZHIYUE17,2.0,168244.7,413172.3,True,1
3157753,Down and Out,Bilibili-poiPoi,1.0,595382.9,400413.9,ERANGEL,2U4GBNA0Ymndi60b0yB20nJ1MJw81YOGaiuhX3fLzo_8E0Bry7KXECJdsRojPYYQ,1967,Sichu66,2.0,597955.6,397883.5,True,1
4250837,AKM,B33by,21.0,458332.5,627634.9,ERANGEL,2U4GBNA0YmmIhGuYTmDGBLab8wXg71fAOggsjUs1xR7XFXiqQxnZIzQnhYYjcAf2,236,chaoxianshen,2.0,457849.6,627605.3,True,1
7553814,Bluezone,,,,,ERANGEL,2U4GBNA0YmmLNzbc0TjIMsTbZSp0uwPM_i2hvU-Raju0dkO8uHq7gSCnYso5ozfG,1517,Theirishmexican,2.0,461233.9,665038.9,True,1
3013547,SKS,hellfiregfx,1.0,463234.7,386135.9,ERANGEL,2U4GBNA0YmmDrt1tZwYy78HW7ZGYeBcc8m_PXZSGHHeUJSmQjowXtZ5UHZowSwHg,1965,K-KDQ,2.0,466392.9,385553.6,True,1
1839874,SCAR-L,TEDxx,11.0,593746.6,293343.9,ERANGEL,2U4GBNA0Ymm3PsMBcl3Uwvd1sgoYXi8P2-SfHT3gMAago1Cwt_iDXtV_OFkw6zi_,1162,Alucardlucy,2.0,595341.6,294129.4,True,1
11784556,M16A4,CHris500g,3.0,393650.6,349240.5,ERANGEL,2U4GBNA0YmlpjSRe2Wz2wNxvlwXEZktdH4tiSXLM72_oR_pmkKCe7qDvgt4yact9,487,Soxxman235,2.0,393679.4,349315.4,True,1
10296791,SCAR-L,Kurti5,1.0,415274.8,395475.1,ERANGEL,2U4GBNA0Ymkua9VlC-iA9qSJsfpBrkP9C_REEE840F45wMZzRybiuzuqISAIGstH,2173,huang00huang,2.0,414644.2,397769.1,True,1
6489666,M416,nange0523,1.0,328957.8,550107.8,ERANGEL,2U4GBNA0Ymnc4QEBByb0BWz6_PMdXxQVKa4Bg3yvoZq7X4nvyDgHciJT7vc9_gI9,1907,Cogentile,2.0,328252.6,549483.2,True,1
3188775,M24,Barewolf,1.0,521895.3,93133.94,ERANGEL,2U4GBNA0YmmVsysw2nqWgVVmXK0nG-xKc_EHYDYLCFQc_1T62VLxAhncUmMVTW9X,1855,Huiyufeng,2.0,519928.3,102390.2,True,1
12494293,AKM,panhtouji,1.0,316499.9,544355.3,ERANGEL,2U4GBNA0Ymkuk7tuEgx2BALDb90MFapUE7YBm5iyyu5HY8DWxcsssbyqHvwA2Hov,1781,Hello_Im_Ko,2.0,327111.8,545616.4,True,1
11368583,Micro UZI,alones2m,1.0,650984.3,453163.3,ERANGEL,2U4GBNA0YmnW9_4Ebq62yGrEI-ggUWomHHfGxbKB5aqqRGND3fRfiz69qvpD6caH,1835,LordMuck,2.0,651385.4,452297.2,True,1
1374436,M416,Z1kim,1.0,292716.1,426225.3,MIRAMAR,2U4GBNA0YmmFo97c13k0FAgZmn0a5tBNKr2udCTy1T82I-YpzrHKn-9xcnLKBnx8,1959,CJJZzzzz,2.0,292519.7,424047.6,True,1
1187623,M416,ySSy,1.0,165446.4,410810.5,ERANGEL,2U4GBNA0YmlGTCWsaImy0ixUnPXFwDITHvqNIkdanUu0pGEHzzaBUZ5ZBXIji17V,1858,rEkEdE,2.0,166712.8,405702.2,True,1
2650804,M16A4,sushidotcom,1.0,674654.4,300811.4,ERANGEL,2U4GBNA0YmkaVvU821q8IuyPSIRC-zN3-yWS6vBa9qZIob_1Op5aHq08OVwWspZU,1902,Dooniez,2.0,672042.0,304661.6,True,1
5681972,Down and Out,scum99,1.0,427883.2,613634.9,ERANGEL,2U4GBNA0YmkGgSoVhny7XrZwQkOfk15qwQDlRU1H-48HPGJA3rap8KW2jrmyctSf,1875,0470JQ,2.0,430912.9,618046.4,True,1
11976229,Punch,Leehyounwoo,3.0,375273.3,356003.3,ERANGEL,2U4GBNA0YmlsY5YoAPAhuQuQsQOgWQ02pXGn8i5rHKMkUFFbyjASskK1bN_4dBnC,144,RESST8,2.0,377792.2,353143.1,True,1
6552341,SKS,MickeyJ,3.0,456071.2,298730.9,ERANGEL,2U4GBNA0YmmEy1Ngro3k3Wjxgvl5U6yFTfyeLPPMMqdnfS-pJKkWe4hdH8dgzhXz,1642,FuckBoyRek,2.0,451003.6,294816.2,True,1
1067712,Down and Out,zjk_xiaolang,3.0,683401.4,230979.1,ERANGEL,2U4GBNA0Ymki_9Juv_vsYj_BnOLlgBqpX5wp7uY5V8_bWtgsUFgDpnPF-Xj2U812,1684,yj19901225,2.0,682521.4,231725.8,True,1
1721733,P1911,Karadur,5.0,115267.8,128269.2,ERANGEL,2U4GBNA0Ymm_TKMMh6LvX1cBXt3mC7wVbBUjuR4AvApHZ7IN-ZXKgqlIkjwHDcle,415,SatiricalJack,2.0,113801.4,123015.5,True,1
5880967,S686,SirTCF,7.0,685609.8,462292.2,ERANGEL,2U4GBNA0Ymmo7W5JwsDo8g-r9zzL3TfSJqrxQ1kbDcIbG3f0xrV50Zn9A6QzAxRO,158,1Ccyi,2.0,686269.4,462147.7,True,1
10474677,SCAR-L,KoreanThunder,1.0,634925.7,321020.2,MIRAMAR,2U4GBNA0YmnaSrfcjCY3Zw9mE7kdSoMBUkW1Hv4yFIRf5H-zVb0UT0Y79CE9v0Ot,1963,ImOleDC,2.0,634089.8,316238.2,True,1
11889328,AKM,WG_Qun_656356507,1.0,428998.9,445855.6,ERANGEL,2U4GBNA0YmmZcmn_9foR6yLwd5COTLqllKVX7MTTccZqwgNM6T-P44fnf_370OGN,1246,BlackJewelz,2.0,380334.9,473915.5,True,1
10198477,SCAR-L,BevanF,1.0,286116.8,349556.9,ERANGEL,2U4GBNA0YmkG3Qpa358AV0wJti6T0KVPACYVInnS4sTY9oz-wKMUvCDEcMTUYywY,1806,manbujuedi,2.0,291452.5,348346.9,True,1
6845764,S1897,SuckMyyBalls,1.0,556570.9,488573.2,ERANGEL,2U4GBNA0Ymlwf7MAa7m86T4pQS1CzTDTm1g2E5kixhxgtQ58mbFNRKGiX_BPoiLI,1965,RUYIhangang,2.0,556046.6,489122.6,True,1
5038939,Bluezone,,,,,ERANGEL,2U4GBNA0YmmIQrPV-3ytmpsbLY3NemB5rXuImGUAfmAXnNb5omi0BAG9tCONQXX-,1407,DeAt_leo,2.0,132278.2,436435.8,True,1
3890264,M416,Rashyy,1.0,487418.0,151528.0,ERANGEL,2U4GBNA0YmmJT6JFfo3qaj52Dp_33HgnpA9gQ5ANyVQkx6G4GqnAGkAa4vJFlxS_,1885,OINC-MMP,2.0,484397.2,151614.2,True,1
6920377,Down and Out,Yyayayaya,5.0,401235.2,408007.0,ERANGEL,2U4GBNA0YmlvpRDhWmstfagupT56g5NN4-cL1NMSh_J4ajMuE-PSvEUHgib23g3d,1788,Dahong2006,2.0,401058.5,409391.3,True,1
1866076,Grenade,xinxin815,15.0,552490.3,568086.4,ERANGEL,2U4GBNA0YmkBfNez_N6UWVt_4p9oxQ7x5tysgMH_DNANDznLvg__68Yxnh4UxQPI,1045,sum000-9,2.0,552102.4,570946.3,True,1
7205160,M416,RHAEGO-ZETA,14.0,734115.6,438458.2,ERANGEL,2U4GBNA0YmkitHT2mcbsegfqxVplh1bTLN5Dk-GGzbl1epXJwbdmjR8IDhD9K0oA,793,LiuGouX,2.0,733959.3,438767.3,True,1
565230,M416,TwiggyBoi,1.0,310730.6,352854.1,ERANGEL,2U4GBNA0YmmMheSkF6Yq9oahnjDkYJpNEasajQGLGwO176XfxTx1FQZ-eFvFv2e1,2014,CONNORxGAMES,2.0,313358.8,354272.8,True,1
7382571,AKM,LanZhouTopHu,24.0,373802.0,411343.0,ERANGEL,2U4GBNA0YmnoTy_wz5Hdt8Hx1G1XNEjKsXgM-6tjXXmVUSoqGecG71m5aMXyXpi3,287,PurpleNipple,2.0,373965.5,411600.3,True,1
11806502,M416,A_xiaoF,9.0,253190.4,305043.4,ERANGEL,2U4GBNA0Ymmo914xZshAW2HYwURfR_-_Vlzeefo87GBdiYxHzBD_Wj79QjHz778U,1505,dyphiax,2.0,253915.2,305054.7,True,1
8092452,Down and Out,ChinaXiaoBao96,1.0,372482.6,458866.4,ERANGEL,2U4GBNA0YmmCN8fPS8DtaRvVfYSOYFQW7SqHiYpTeULaWdWGo_QhY6z9ibBfkDqk,1807,hzm666,2.0,370158.3,460538.3,True,1
344435,AKM,Clyo,3.0,503101.5,604241.3,MIRAMAR,2U4GBNA0Yml0e2aEfKgC7fwh5D0XIKHbDEpG0sOHSWnCEwWxGvKvzOAR-_z60346,1628,OSCARJIBE,2.0,505053.7,605366.6,True,1
1156573,AKM,FOUR698,1.0,313138.2,507263.7,ERANGEL,2U4GBNA0Yml1ESoRnymsvRQTv2FU-QPrVwBFJnnL9JcRB6DOq_NpkuQ31G4c9RYn,1872,HeiBeiCFFC,2.0,310850.9,506423.5,True,1
1898392,M416,lyk119114,1.0,467821.2,271687.5,ERANGEL,2U4GBNA0YmkfvVYmnNSm69zPxawIcYq9lXJdz9jgqXJ2BUg_wQfD1kaC64Ue5anK,1809,Charles-joan,2.0,468695.6,261969.4,True,1
11126023,Down and Out,DagalAli,1.0,130908.0,463169.4,ERANGEL,2U4GBNA0YmnhMXncTOHAaWus7OydITmk8HF_OiZ7zMbe_UOyKAIEuhlLU9fmr5lI,1612,CaptainMcF8,2.0,130684.7,445826.6,True,1
4254377,UMP9,Chase53,1.0,514449.3,279192.6,ERANGEL,2U4GBNA0YmnNt9QUxXGpNPYBImGYuKP0Dpgp3k0Yf04dO3whl8u5Z769BZswrUM6,1777,BakedTofu,2.0,516120.8,278595.0,True,1
8684495,Down and Out,A970911,1.0,413749.6,229164.8,ERANGEL,2U4GBNA0Yml28oR98pG1TkAYf8NEq5mD9CxnX30o94lXTpF4J493aGxLCs3Ums60,1851,QNMBDBHW,2.0,413973.6,231413.8,True,1
