,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y,winner,rating_group
8203137,Down and Out,Susijetaime,3.0,634642.3,403624.8,ERANGEL,2U4GBNA0YmlaehbxJ7DE-d9ksrGaS1uuq9YAQ_seDtSlt2_kh-7Wnw5Tlf1Y3sDp,1907,PiPiZhuLOL,2.0,634079.0,403080.9,True,1
12815894,AKM,PickSo,3.0,256533.9,207587.1,MIRAMAR,2U4GBNA0YmlqghIZ-Ni4-v6GDaVG-91JHIscfBR7Fra1EARLwxeREwB7lUzlmItm,1952,lynzer,2.0,257976.7,208524.9,True,1
7647720,Down and Out,tubashuzz,3.0,512743.0,132700.3,ERANGEL,2U4GBNA0YmldE6MBkQerHTUDA0tZszj5UEr4xcXcB7R_9c4ju4Z-bIEuk_i0Np54,1520,tiaozhaoNB,2.0,481819.5,129146.4,True,1
353727,SCAR-L,chongqiwawa,4.0,477135.9,201683.0,MIRAMAR,2U4GBNA0YmkLn8995o5JxB6301-7qw5CTbzxrPMbnyCpUGtsNGw9bFmjTfI63n_f,1573,WATERSNAKE_,2.0,490692.6,191501.1,True,1
4274628,Down and Out,chinexu,1.0,233533.3,503779.8,ERANGEL,2U4GBNA0Ymk3o1-8QJfY5wAPzA6-jbJxIdjucxNU-fyTsEJpXeFz3HbBSrhz_-sA,1593,LPPshuaiB,2.0,255827.7,505692.9,True,1
9691378,AKM,ShiYiJian,1.0,416428.6,475719.6,,2U4GBNA0YmnekVmwxPw4eJ4SJCFk5_6ZF8uMCq-IZYPVNxu6cTgNhoh3RCo-bhzj,1903,GrAinHusK_y,2.0,416437.9,476920.4,True,1
4472974,AWM,Sunshini-sky,1.0,263954.6,390482.4,ERANGEL,2U4GBNA0YmkZpFo9GJ7jNXTsilz9HEcyHtfKBzF6KuoxA3LDTUfO3X-lZ-JcJW4g,1718,drewthless,2.0,256705.5,383980.3,True,1
1900064,Down and Out,xudengkewudile,3.0,252593.5,515037.4,MIRAMAR,2U4GBNA0YmlKodTLbseFHwqklM0_IbbPY229RhBAoHpmkfd0O9VzDlgk84MqDSz0,1676,LeHyn,2.0,250872.5,512776.2,True,1
8677535,SCAR-L,DERAZWJ,1.0,355866.0,723697.8,ERANGEL,2U4GBNA0Ymmywaw9l5JT-K5LJyVio0suSqAgE49ETzJp8Ujn660c4Dsg0PyBTxJE,1807,shenxiana1,2.0,355384.1,722953.3,True,1
4793680,Down and Out,nike-nice,1.0,352546.8,611333.6,ERANGEL,2U4GBNA0YmlZAtfeIEW-cjCkI6EHCfbOGmPe-fFXxOFRUnFDlUUVDJNz6sWlFbXy,1962,wang12_27,2.0,347462.1,613110.0,True,1
4559588,Grenade,JunHao6,1.0,496972.7,280649.8,ERANGEL,2U4GBNA0YmneTQh5sIThgk3B-nQ09codYeyzW8Bow7PrrwX94EDFm5V_a3RfO99Y,1902,Mr_Skittlebutt,2.0,492996.7,281860.0,True,1
11515772,Grenade,HBX-llNo1,1.0,475977.3,620720.0,,2U4GBNA0YmneQLOLalB8DI9t6bjQtU1odo2yj4luW3jOKA4_7GoDSCCC03SDuwfU,1920,A-useless_cat,2.0,478120.2,617582.8,True,1
12364338,Down and Out,Mister_Na,1.0,447082.2,342960.9,ERANGEL,2U4GBNA0YmkRT7MPzUu_0qVzu_t1oJ_GJAyLcQUhm6O1_PAehwWYYN2FQlKKkiMe,1772,yunhupijiu,2.0,442903.7,352360.9,True,1
1193465,AKM,lfj995,1.0,496080.9,344142.5,MIRAMAR,2U4GBNA0Ymk9mnbSnjTMpXjCOZiDdTHw3YoR97TbDooeEKCYK0UfhBSDvpALLITX,1826,zsyzsy111,2.0,494463.9,340969.1,True,1
7488648,Bluezone,ZagWS,1.0,246328.0,270906.8,ERANGEL,2U4GBNA0YmlxrRLh7rDqfhCjzhkMt_QyUXZSiyQIH7E-K3BpPDe8d6UfJIaBH6wZ,1869,bzkunge,2.0,243678.8,278357.1,True,1
11764001,AKM,CHIGGANO1,1.0,229742.9,387282.8,ERANGEL,2U4GBNA0Ymlfi-EnEZRGho8odMHdxyiv4xb-R1vYPSJPS45jdjPmYF59LylvcnUY,1758,kott0n,2.0,217625.2,374026.5,True,1
3824654,M416,Zmill125,1.0,477120.3,174535.4,ERANGEL,2U4GBNA0YmkPdgHK0Cq8Oewaq_b9YYOpS0l_Og0AI6qYd-IglzlVLJdADXzlQqNK,1839,Le1dan,2.0,477450.6,170995.7,True,1
6506138,Bluezone,Tim_Birk,4.0,0.0,0.0,MIRAMAR,2U4GBNA0YmlHVa85BBBp09m5xz0IJTmU6YWnrwRymkc8lpQvDBhFT5JfiYwbwMhv,1766,yujunQAQ,2.0,619503.6,462469.2,True,1
2040496,AKM,Coyote908,1.0,132036.2,263603.2,MIRAMAR,2U4GBNA0YmmpnO34_jpKCG4hoVKTw77TcZor18Uv-w8MvKzN4x3I73dKeD7Wgj9v,1849,RedHeadMitch,2.0,127352.4,263122.3,True,1
9469713,SCAR-L,Are-you-sure5,1.0,563286.0,618209.8,ERANGEL,2U4GBNA0YmlYQ1_tqN8jg8cAppHA3slbNsI4YEhcd2fKsDSixHGG-_Z2y_idcRYh,1844,JJuLL,2.0,560099.7,618723.2,True,1
136444,Kar98k,Sniper_Wolf-,1.0,311776.5,655533.4,MIRAMAR,2U4GBNA0YmkYUHtQnzSa58P6dyODWO74cNq2GkMueE8xvN1P3rzIfjqaRki0Gk0q,1798,YZ-520-fuck-you,2.0,321807.3,653864.1,True,1
5444962,M416,LUANKAI,1.0,263219.9,232604.8,MIRAMAR,2U4GBNA0YmnvW_O3QdlnN1eu9EgJVQaTuHRcJOvgpRrIzW1kzVIhcE6LwWZRkMak,1818,motmih,2.0,264919.0,231131.8,True,1
6838732,M16A4,MUQUANCH1J1,1.0,652487.9,196700.4,ERANGEL,2U4GBNA0YmnoXnDfYXYl5wSEC1XWGoT_0V0pClt6qiR4yN1DX41jKfivNxpi_s-x,1753,oge123,2.0,654455.8,197490.8,True,1
86724,Kar98k,lordbisu,1.0,278947.1,445962.9,MIRAMAR,2U4GBNA0Ymn3I6ho9fPXBqFmU-UmtSvAYVuPOXOxOCZ2iJVHV7nsVTfmTu5647Wn,1830,zlonlyhahaha,2.0,264784.2,443152.6,True,1
11054685,M16A4,PUMPED_DELTS,13.0,188559.4,512382.2,ERANGEL,2U4GBNA0Ymks36mWsiA7Lsz4HyQOZ0cLuah9NNb3SD6rt9IZNKwQZXNuGwf5Y2Vi,1740,JustMThree,2.0,188581.9,512475.0,True,1
1888590,M416,Wesleylws,13.0,157401.5,330679.8,ERANGEL,2U4GBNA0YmmHMHsJFIqmrmnbO36WkVhockD1yZlSj3mTr-jHVOuK_-Qv93EDYYPf,905,sihang,2.0,157982.3,332146.4,True,1
13271744,SCAR-L,Jun_chicken,1.0,394105.8,214898.0,ERANGEL,2U4GBNA0YmmeVQ8Yqc9gCuyIUo5vu3wS4_wbqjDI8sygjSyC3-EX2UlJOwh67A6p,1787,licaowozuiq,2.0,397902.6,216828.1,True,1
5916166,Uaz,KSTVLay,1.0,302667.1,656333.2,ERANGEL,2U4GBNA0YmlX_TJeTUVW7Cg4hb-7lE_fstwPlMuc2fj5viaDRQ-K2rdzuWWpKB3x,1795,Aty007,2.0,305546.8,645598.9,True,1
13047401,M416,muXing-,1.0,669398.6,177252.0,ERANGEL,2U4GBNA0YmnEJasCfGqZS9Y7eenMcpatKhER_GZag07T3hpJVge_TKm--EGPtFWu,1785,Evan_Breen,2.0,670508.7,174295.5,True,1
3738904,AKM,bayang,15.0,437150.6,564542.1,MIRAMAR,2U4GBNA0YmkLziD9vuo9ZsVSRNTVMnzoCY3SIXoNQCKiTbiu13PnUz7Ov1axkLKJ,863,Actor-MoWang,2.0,437651.9,564782.8,True,1
4704044,Grenade,paris-yzh,1.0,386920.4,233586.6,ERANGEL,2U4GBNA0YmkLSd4kYhEfBq2OrXB55IOjlxKeUVug6AZ8GKMQZdcI57kXVGfoaE9M,1884,GUOTAI1111,2.0,383979.2,235730.2,True,1
9826084,M16A4,qwipepio,17.0,345793.1,401820.3,ERANGEL,2U4GBNA0YmkyaSusOxPTNyxi1fiujWCdcUwatzz9DTv7meK0dhemIKBrBnijrCNF,1067,QuQy,2.0,346343.5,401867.3,True,1
8927420,M416,FoXXoR,1.0,567356.3,675668.1,ERANGEL,2U4GBNA0YmnGu3t1cUdlPFfXNkpKX97wi6PoVmHnwjk0tRHR-7YxUl1oRYSNl6W9,1825,AOTMoon,2.0,571440.7,674748.1,True,1
5657440,M416,Vnson,1.0,349071.2,521637.4,MIRAMAR,2U4GBNA0YmnNd5Z3j0JT4kqFF82H-nj9OziuNPShvbf-wEKoOXWzy6Bx7VFxqD9z,1724,shoxzZz,2.0,349109.3,521006.9,True,1
11317720,M24,XiaoMo9A,3.0,502253.7,84148.47,ERANGEL,2U4GBNA0Ymnbrz23mBrLsp8UBYJLpCrbhf1_iAVkA3bsaOgYZ3JWJCDoSlvy15Hi,1515,WQYNB,2.0,492367.5,98661.62,True,1
12795980,Drown,Juneml,1.0,184340.4,277810.6,ERANGEL,2U4GBNA0YmmCQHNLlR2pw61jEVphgBObaKKsV2MmBYDIJ-JqZH8uxUR5Gqk2eRxK,1819,dzydx,2.0,183104.2,270329.9,True,1
12796140,AKM,cs16,10.0,551162.3,571631.7,ERANGEL,2U4GBNA0YmkVuYDxlRGt4suadWCa8JfrmyHve9IKg0l-aMLixdEvYQQCfzc1Q0WG,1208,Jackyhooo,2.0,553116.8,579253.8,True,1
12945778,Grenade,Crayonsh,20.0,119711.6,480918.1,ERANGEL,2U4GBNA0Ymn3xPE1hb6gGve-PCrvA0h0BXUq9JIwLo3EBux1OqczYJjYUy7Jg_UG,1863,WeichengYuan,2.0,123139.3,482082.2,True,1
7626404,M416,mywaychina,1.0,341517.1,288907.9,ERANGEL,2U4GBNA0YmlV5Gmt0DJhI_WL97GGlGCe9BoKuNouzons4q03qzzUNKcszLkoFhYI,1934,Ls-liusheng,2.0,341107.0,289136.0,True,1
1196397,SCAR-L,ak78478,1.0,292177.4,230909.3,ERANGEL,2U4GBNA0YmnBQ6e-fRs-dB51-9gZIJLRNWIkGbPH5N7nLnC8bBsYWnvU4a4HehBh,1918,IBeyaz,2.0,292885.9,233110.8,True,1
2008315,Down and Out,,,,,ERANGEL,2U4GBNA0YmlzoLbWgjMYt7bW_yEpHssnU9gRFFamtt6q4fIU9LqrEQmhTYpDffig,1528,Running_GG,2.0,366294.6,238902.2,True,1
8170772,Kar98k,Yataime,1.0,486328.9,347697.2,ERANGEL,2U4GBNA0YmnRdOG8KM76XSqBectpZb3nbDAXtEkix8aj9YD81xSkek9Wx6t_Fcrx,1591,NoOneBoss,2.0,482392.6,361209.8,True,1
12858551,SCAR-L,wowo-wowo,3.0,428355.4,272820.2,ERANGEL,2U4GBNA0Ymklf6Istahd2gJnjYP-LSLPbnb-VV-j6UPxcFp90VE-sTHLvPKtTQtA,1762,SuperStruggling,2.0,424064.7,265117.2,True,1
10014047,Down and Out,Taobabadainifei,1.0,557956.1,379064.1,ERANGEL,2U4GBNA0YmnuR5j-MPCPr_3eqM5Cl2KTK6EQ3ApHl7yye88BNAJEoxlkemKthaCx,1820,BigGrayWolf,2.0,560511.6,376267.1,True,1
4254835,Groza,HYTK963,1.0,517560.5,140772.8,ERANGEL,2U4GBNA0Ymnuj24-6bGNz76PMBo7uTKt6Z9EXmuw5_XWAUQIyVz0kXqkxfhLYwea,1816,times00,2.0,519883.7,143108.3,True,1
3478337,Drown,,,,,ERANGEL,2U4GBNA0YmlRt2WVVKJpqUe3nxNsokeks4neOY0CrTl2nArezHEk5qVXOFFOf54A,278,Killrcow,2.0,248906.5,586134.2,True,1
8817574,Down and Out,K1996-,1.0,358221.2,168399.6,ERANGEL,2U4GBNA0YmmddVGxlrhBT_o_QFVjXOW_tDH-ZHb-qIxC24xl-Q6pHqUdWC6fMHSX,1759,liuzhengxin518,2.0,357938.2,173376.6,True,1
12302367,Down and Out,TheRedShoes,1.0,385085.5,627537.7,ERANGEL,2U4GBNA0YmmJk2DdvqRx1v3ogQn612SLA1wSGY9BmZo0UQQCXFLeichZ3NJwF_j1,1773,falsh-xiaocai,2.0,369663.8,626053.6,True,1
3873146,M416,duffgogo,1.0,648278.4,500151.2,MIRAMAR,2U4GBNA0Yml8uKXlim1XMaDj3Ng8bnLyxcpEZNuh9-b_EoSTHKoGSGAtnW0JhBRq,1676,SaoDonGDD,2.0,654470.9,484323.2,True,1
3221672,Bluezone,,,,,MIRAMAR,2U4GBNA0YmmkC_kumUL36YOSuvQutqKYIy4vrkPTnNtIyt4ppGI_TsHDJGo7GbWz,1860,Hidskill,2.0,591404.4,384230.4,True,1
9847426,SCAR-L,zyw1998,1.0,652248.4,218451.9,ERANGEL,2U4GBNA0Ymk8cUDcd7YKTzJGmflKDXIW101Soe3IXNKh1RPx30ONVU_N21M1kcKS,1862,gericman,2.0,646822.1,218020.0,True,1
10249497,DP-28,Sanchandamingo,1.0,580657.4,362754.3,ERANGEL,2U4GBNA0YmmI9yuruLWHtJd51uLbxl1RVPkgRXRX_CZYUa1NDXvvcq5bWKfIfLVW,1797,KKOwO,2.0,582360.7,368496.6,True,1
9076524,Kar98k,wickedQWQ,1.0,275729.7,541564.9,ERANGEL,2U4GBNA0YmlBi_Smy_LUQL9v74z0piGdLg0IFlIyW99pe4EUocsxj1bUsG6Hl9Uw,1781,CHENQIANG-0-,2.0,262649.1,542095.9,True,1
9791750,Kar98k,RNKO,1.0,192490.5,440008.3,MIRAMAR,2U4GBNA0YmnN55IhTXqeMep9oi4A83Ob29s377efma8PjETPUQPDb7fAON-9AE9I,1378,aiko23,2.0,179755.5,430808.3,True,1
9773196,AKM,QQ-KK-AA,1.0,469012.6,481235.6,ERANGEL,2U4GBNA0YmntGvqPqlKsxmdkXTR5pJ4QLMkQiK1T9wu01-oSLOqMCfiaTjlwYLKX,1749,LEE-DRAGON,2.0,468599.8,476034.5,True,1
10408961,Bluezone,,,,,MIRAMAR,2U4GBNA0YmknmrBR-9Y7VUukBrLqdiUcrss7UnkDa6cG2LGEutpxBJunudA3Xxwe,1735,Swordhwj,2.0,407809.6,510327.9,True,1
2652428,M416,HappyYCL,15.0,269953.3,332991.4,ERANGEL,2U4GBNA0YmlEIWwq2HycyQ6cRsxTWlFMx5_yld5PacF7ZUsEDXaXxN0PhnH2paM3,969,wangpei777,2.0,270170.4,332064.8,True,1
10253342,Falling,qq704878654,7.0,513548.0,591219.6,ERANGEL,2U4GBNA0Ymldyj0qWP2xOigwuPK1RbsCIXLNkfnrNVX8Zqz9Osz42i7cSbG8f_2_,1438,Thebakerii,2.0,512781.3,589825.3,True,1
13106728,Bluezone,Mr_Fat_Head,3.0,434518.2,306568.7,MIRAMAR,2U4GBNA0YmkR-t__j5KnpVk399BqQMTSLtIlrT0OrTvmZj9QIqPyqUA7PXgugVfY,1642,sniperthehunter,2.0,429041.6,306678.1,True,1
8722774,Down and Out,HeyYouGotMe,1.0,343017.1,503859.6,ERANGEL,2U4GBNA0YmnVtQz3AY3IVyEC8Syv3iu54VC2KucPyV4ZNueGIgLayyQRrWK8Pl6X,1800,IAMSHAAAWN,2.0,335986.4,504026.7,True,1
39749,Mini 14,Coco_socool,1.0,523209.8,470149.6,ERANGEL,2U4GBNA0Ymk-ha7LV-sgFr0-ViBMulF889xZdXM-mhUSTYw7cBa6THUbFvzni9Hh,1859,Davilator,2.0,533623.6,470120.1,True,1
6313863,Groza,Lameir,1.0,403570.3,620656.2,MIRAMAR,2U4GBNA0Yml2eNKheBEikNtllcQKQy8N5rtVV9z6C-PJRX4X_KNtqKnCPu_TE59c,1875,liuyuanshong,2.0,401629.5,622306.3,True,1
1422249,Mini 14,Snake3zz,1.0,375455.6,637155.1,ERANGEL,2U4GBNA0YmmyLSwSAoDDuKlzLkgReFVYB2CDi4VAzpL7IFgaFpr--s77OslwXooU,1804,ReconNoob,2.0,369367.2,624158.1,True,1
320215,M416,dcow28,13.0,486737.3,333600.9,ERANGEL,2U4GBNA0YmmBZ5RKlNgkAdAzzgA0N0H4jH6E70PMedJPFXaUNqzhETedCx-8Jxxe,1067,Tepes0909,2.0,489645.1,334981.2,True,1
11099187,SCAR-L,kouhandajiji,1.0,515010.3,382398.6,MIRAMAR,2U4GBNA0YmlNxIp1NosaB9EVG9B0JgymMnKAFdDHBd6ZlIOew53_8J2z94VTyVU7,1870,Bes0n,2.0,517490.6,389114.8,True,1
5800261,AKM,SITHONG,13.0,155538.0,286031.4,ERANGEL,2U4GBNA0Ymk46LfVj2mdBijGZz0yaeuJlN7F-4sain99e0DoRVYUJrl3pCFk8X1v,818,hE153NB3RG,2.0,158162.0,286125.7,True,1
1219059,Grenade,xmiaoxjian,1.0,347321.2,300478.1,ERANGEL,2U4GBNA0YmmyPRlAj8l2Qs7YjrnTBOAIpxQsxjtbK1z1i7V52haFG4dw_3GBtXv0,1788,cyqxiangni,2.0,351975.6,299202.3,True,1
11261644,Down and Out,luckywang4,1.0,275434.6,503365.3,ERANGEL,2U4GBNA0Ymk_AL2giiTZLsQ4W7qCUN_lmBdsGZgbA55w8Dp7j6rJu2Z_ubKmeEcm,1393,315292598,2.0,282358.7,526508.4,True,1
1481312,AKM,goshuoying,25.0,86380.92,721181.1,MIRAMAR,2U4GBNA0YmmPv5jCpPL-wpkWf-b2sIrg4WYbvQWiWQruGWW4HB39xJIDlk6gi634,192,SDSZDZSDZS,2.0,86689.78,721207.1,True,1
2893075,M416,YanGzhiyiccc,1.0,613436.0,383260.0,ERANGEL,2U4GBNA0YmmrOV-euZ6Je-zh6PNBtZb_C6h3w1XTZf3WhHIfcsRZJRPmaSljAg_0,1881,Natsu_Senpai,2.0,616548.1,384932.9,True,1
3231852,AKM,YI-XIAOBAI,1.0,175826.4,436459.5,ERANGEL,2U4GBNA0Ymkxmkn9z-5ikXJvjQo66VDzCJYjyPVHtyY4HO77R47gCRTpw_7GY_Ir,1901,SSSSSSANHAO,2.0,173175.2,439338.3,True,1
4819686,Punch,zhijiang518,8.0,557703.1,401792.9,ERANGEL,2U4GBNA0Yml9lRmmYQQ1k5VE2T6p7LTc_98V6VvhQk-kst5vMH8gF977s1FjyYZw,110,BoyMeetsGirl815,2.0,557637.8,401814.8,True,1
12465216,M416,Crazy-Bull,1.0,395304.7,535017.8,MIRAMAR,2U4GBNA0YmmikMpbVTUzc1JiYlolgM7Sn-VVVVosFfmKCeoKuCc12M-mfttYtMJD,1849,Romiho,2.0,391853.2,538610.6,True,1
8412153,Kar98k,LYliyi,1.0,534538.1,475916.2,ERANGEL,2U4GBNA0Ymn8QJ4fyVZxinGrGCnKts-e4GDdTaaXd2pIyHsRoujpAQookMRTvkAW,1792,PIKANZI1B,2.0,532161.3,487856.6,True,1
632771,SCAR-L,Dragula_fx,1.0,554475.8,656731.3,ERANGEL,2U4GBNA0YmlaeVF1MoTYNB30XxZ0nDhr508ToGBJZGBsCV6jviivHpHmF8cc6ZQd,1870,TDGL,2.0,554514.3,660040.8,True,1
8097782,M16A4,MONTY,34.0,446944.2,629804.9,ERANGEL,2U4GBNA0YmkPeuVeLMEEwagBgkyUp3tiE4Lby0-L8surPbVu2XfVfN0Pahv5mfae,122,XiaoXianRou08,2.0,447020.0,629344.9,True,1
7126070,M16A4,ATOMU_,1.0,327612.9,266338.2,ERANGEL,2U4GBNA0YmnNa_7izmoPwROvRYl6H_N_JarHU9g3eqn-6FB9tcw0GotCll7VNdP4,2008,KaylinMzy,2.0,329012.9,268573.2,True,1
6448286,Mini 14,FCL_YS,1.0,225150.3,281411.5,ERANGEL,2U4GBNA0YmmYDzZlbpo_ZXotmD0tpQ1NlFA4oXMqkBYmKl9KjYRhqAcN-yWMpqj5,1849,Ego18,2.0,232240.1,277500.0,True,1
474864,Grenade,Sighnz,1.0,293313.3,528228.6,ERANGEL,2U4GBNA0YmmlbctBpK_XDm-9sl6UNBfdWvmSa_que9Zm2ryYSQnRBxPPpLhUZso1,1929,vegas_Rapture,2.0,292108.9,525818.3,True,1
4680508,S12K,BiubiuC-c,18.0,374670.6,416698.7,ERANGEL,2U4GBNA0YmlZzg5pHOnJKoH1NvWipDKDl5lzq_Xt3MQluaZjz-r-dG4SizrUI7qX,388,soapxmm0,2.0,374441.8,416796.8,True,1
7251408,Kar98k,RRough,8.0,289779.6,486485.2,MIRAMAR,2U4GBNA0YmnbisOYYJ67s6Fq5nZkWgyS-O7iKkYA73Fi-bbJY0c3jXsvXs_raJtw,1340,EvanJiangJ,2.0,266321.4,482994.8,True,1
5261446,SCAR-L,tblay,13.0,711056.3,349077.3,ERANGEL,2U4GBNA0Ymkw4kCewi7O4D2u6R6rhVwT_5u7y66RIaYxtwXsAqMrBlqWGc0fIllq,1139,ni6hkhun,2.0,711014.6,349395.8,True,1
12864863,SCAR-L,klruto,1.0,291956.9,251212.2,ERANGEL,2U4GBNA0Ymlap5rtMyHft5Sl1ex1zs3mP8F2ZZIjUZb_AemhLYZWb06UJHqdOZQ9,1962,SuperWWW,2.0,292428.6,248521.5,True,1
4221309,SCAR-L,Yong4you,1.0,327376.2,604186.4,ERANGEL,2U4GBNA0YmlTrNWBTlZtvePGPZ0zDqlgK9bIhphuGO2O45c1mzIINbDJshlsRflg,1762,TheMillenniumS,2.0,327399.9,600645.9,True,1
4954539,SCAR-L,Triqt,1.0,351813.1,652782.4,ERANGEL,2U4GBNA0Ymm2ThbyE_wEfZ7WAHDFbIIkSGPDmzMlYQJDqiWOytqyKyVX415KsII1,1886,Saber-Alter-Maid,2.0,349296.9,650927.1,True,1
3231013,M416,Lin-Ying,1.0,248099.1,438965.5,MIRAMAR,2U4GBNA0YmkctcH9zSN6r6efTBKp2cws9t18kgEC98wOSI47BjmFt4LwcNmg63CM,1865,ZZ-ZZ93,2.0,248767.3,440047.5,True,1
3680478,Down and Out,bilingbiling_,1.0,505707.0,375194.9,ERANGEL,2U4GBNA0Ymme38p17PkL1BVlb2vp0xxDWOw2Oai48j_3pgbPEjtnIA5-KSgTRu91,1710,lfutianl,2.0,509029.1,363255.3,True,1
6921533,Falling,MrYuless,3.0,460430.1,89777.93,ERANGEL,2U4GBNA0Ymn5_KaDUR0MODugiiONiHSb1JR1Lwh7CwtntkQMGbKMsWl4u10SYfbI,1475,Sccc_007,2.0,462297.1,89299.65,True,1
5791215,M16A4,MylordM,1.0,361918.6,182519.6,ERANGEL,2U4GBNA0YmmN-vxSJ4TTxJP3YRtFlgbXnQ0BDTL80E4yhXTUdQy_yJ3geq7JqMv2,1883,w00tsicle,2.0,368156.6,177720.1,True,1
1338671,Down and Out,Whysthebeergone,3.0,292411.5,355013.3,ERANGEL,2U4GBNA0YmnCjB1wncFwvv8sEOrL2gNmfvip-u80b0yVBTzF0_16IAP38-nFwqMc,1900,CaptMarshmallow,2.0,292074.9,351524.8,True,1
12938056,Down and Out,Hyponosis,1.0,272817.1,233602.3,ERANGEL,2U4GBNA0YmlFICvrI0whM5vb7fyRUVOUbRpJYU_0Xm179EBeHW0biO5I4OWcz56W,1780,PiPiShuuuu,2.0,265498.1,232015.4,True,1
2807536,M16A4,LoserMiKi,3.0,382284.4,653034.2,ERANGEL,2U4GBNA0YmlHedbrcifoI6BbzKPTJm09owbhKKpqj8IwNFgx7kpwV_Z0uDqt2IqP,1780,NONGZADIE,2.0,382131.9,652302.7,True,1
9033919,M416,xiaozaizi96,1.0,480196.9,280336.9,ERANGEL,2U4GBNA0YmlUXO33_vBU8oZhNnIblS4N77zl1zZb5kH1ZhhNt8QXx-ZwhbBKgxvV,1906,Gravestone_,2.0,481635.6,275662.5,True,1
1229071,Kar98k,budongyiwang,1.0,334213.8,340065.2,ERANGEL,2U4GBNA0YmlKcKuDEo7azk7JCh3MENbnKwVJAVHAt-fYH2khjOOquHNHYaAa7eLk,1780,Sky-lsk,2.0,324216.3,329596.2,True,1
4296635,Down and Out,Mirage_w,1.0,383570.9,471086.5,MIRAMAR,2U4GBNA0YmmlAfRVneeECub7Zp8oZgSo5_WI-mL-Vph0PQLa9haeHgBakri65RnV,1797,JunnieHunnie,2.0,391538.1,472708.6,True,1
4552312,M416,caonimade94,1.0,595051.6,599541.0,ERANGEL,2U4GBNA0Ymmp-V4QbPtGr811YrNX8_KHCDILu1gRAg0pNkSEjiJ0RGv_4g320omH,1872,ForgivingSinner,2.0,596193.5,601179.4,True,1
3317211,Down and Out,YukiGrisaia,1.0,92330.04,495907.3,ERANGEL,2U4GBNA0YmnffMn6xZ3EOHA9PNrAJN-OkxwXfs3jn4iknR62QkfNLK9StoUuUg9O,1887,M1CKLO,2.0,85806.58,497707.2,True,1
12904986,Down and Out,,,,,ERANGEL,2U4GBNA0Ymlt4BmKW0pOnuyPLVG3xzpazU3R80rVFCtZ1NhOgrnvoT3DG7LBMH84,1656,justalready,2.0,395477.9,130755.2,True,1
12829058,SCAR-L,GZ9092,3.0,134797.5,480965.5,ERANGEL,2U4GBNA0YmkeHwx1U2VQRRlHjWlMQtV4N25d2EBg0vQxF0Dc2h-l_8yJwV0KaFbF,1868,MattLao,2.0,135825.8,481754.9,True,1
10433047,Down and Out,woxiangcao332,1.0,242047.7,359205.3,ERANGEL,2U4GBNA0Ymn1n6PKqjoSApST7xexaF4T0_C0Pqtw9WALpXOqUS9IOlfCUNE2R9lX,1677,qqttvt,2.0,240416.6,359316.8,True,1
13124078,M416,arjantis,5.0,119316.4,447242.4,ERANGEL,2U4GBNA0YmkgfQDUhY1_iky8fT56bkZXaFzdGY-y9pFp26JuYqcHO5sWs1HyKS-i,1666,lele5201314lele,2.0,119913.4,450657.1,True,1
13372096,M16A4,sexrex,1.0,617023.7,396502.3,,2U4GBNA0YmmUJlyBJcivKkYrbiv_YVToKtFzIdxT_Ri3EMD_wDeuqnGmxmtQcRRB,1930,Hephidus,2.0,616264.4,398442.2,True,1
8442927,AKM,chj2017128,1.0,582365.6,615173.9,MIRAMAR,2U4GBNA0Ymni4P3ND1e1nOmaQv1MLSPA2NXtesutgXAd_2ggbnu0soommafBSqMy,1808,Dzb_too_tap,2.0,582804.8,615599.2,True,1
7725120,Down and Out,mthaure,2.0,512946.0,184507.5,ERANGEL,2U4GBNA0YmlEg6s0GHXCQe5FI_-yNQD153pTF13TUQxkWJUb-W4zaI4UHeFrKddG,1015,mthaure,2.0,512946.0,184507.5,True,1
643350,Bluezone,ManiacWarrior,1.0,0.0,0.0,ERANGEL,2U4GBNA0YmmYT6Jqbycv9fdpkh9kE4DzyMTRbmv5DFxiasSaEDpSiV49eNkAddco,1890,LeBoooosh,2.0,233292.6,258010.6,True,1
6751026,M16A4,eyz-whjie,4.0,607688.3,619682.6,ERANGEL,2U4GBNA0YmnMuoMKBUwcUIH2prcOKsUCBf9dCkj_LvUO1JCIWUKamc-_RPlsVHRB,166,Felix_382,2.0,607717.7,619841.3,True,1
11986645,AKM,ZHSHUAIDEYIBI,4.0,478176.0,267673.3,ERANGEL,2U4GBNA0YmkRVauch7Ozxj2NpxirOr77h0gkevqcnKNTkKo0MCiQFhaaZKvD4kn4,1612,jesse0107,2.0,476745.9,263365.8,True,1
6265131,SKS,OfficialHain,2.0,603534.9,478744.8,ERANGEL,2U4GBNA0Ymkkjz0SbAdMK7yzw9oRlzOLvpKIYvlCXdNfT7NEOqzy8T2_97mDCLFF,378,Superz18845,2.0,603395.8,478391.3,True,1
4795174,M16A4,Doesit-worth,3.0,558044.6,153478.0,ERANGEL,2U4GBNA0YmmJwqzcKqOkJ6YOJ6yPvcrn1cS7ns2igEAeOIP_-LZpgxbpRjFD0ZYv,1615,xiaz4,2.0,569002.2,162797.3,True,1
